UF;Nome_Município;COD IBGE;COD IBGE Completo;CATEGORIA
AC;Acrelândia;13;1200013;2
AC;Assis Brasil;54;1200054;1
AC;Brasiléia;104;1200104;1
AC;Bujari;138;1200138;2
AC;Capixaba;179;1200179;1
AC;Cruzeiro do Sul;203;1200203;2
AC;Epitaciolândia;252;1200252;2
AC;Feijó;302;1200302;1
AC;Jordão;328;1200328;2
AC;Mâncio Lima;336;1200336;1
AC;Manoel Urbano;344;1200344;2
AC;Marechal Thaumaturgo;351;1200351;2
AC;Plácido de Castro;385;1200385;2
AC;Porto Acre;807;1200807;1
AC;Porto Walter;393;1200393;2
AC;Rio Branco;401;1200401;2
AC;Rodrigues Alves;427;1200427;1
AC;Santa Rosa do Purus;435;1200435;2
AC;Sena Madureira;500;1200500;2
AC;Senador Guiomard;450;1200450;2
AC;Tarauacá;609;1200609;1
AC;Xapuri;708;1200708;3
AL;Água Branca;102;2700102;2
AL;Anadia;201;2700201;2
AL;Arapiraca;300;2700300;1
AL;Atalaia;409;2700409;2
AL;Barra de Santo Antônio;508;2700508;3
AL;Barra de São Miguel;607;2700607;3
AL;Batalha;706;2700706;2
AL;Belém;805;2700805;2
AL;Belo Monte;904;2700904;3
AL;Boca da Mata;1001;2701001;3
AL;Branquinha;1100;2701100;1
AL;Cacimbinhas;1209;2701209;2
AL;Cajueiro;1308;2701308;3
AL;Campestre;1357;2701357;2
AL;Campo Alegre;1407;2701407;3
AL;Campo Grande;1506;2701506;2
AL;Canapi;1605;2701605;2
AL;Capela;1704;2701704;2
AL;Carneiros;1803;2701803;2
AL;Chã Preta;1902;2701902;3
AL;Coité do Nóia;2009;2702009;2
AL;Colônia Leopoldina;2108;2702108;2
AL;Coqueiro Seco;2207;2702207;1
AL;Coruripe;2306;2702306;2
AL;Craíbas;2355;2702355;3
AL;Delmiro Gouveia;2405;2702405;3
AL;Dois Riachos;2504;2702504;2
AL;Estrela de Alagoas;2553;2702553;2
AL;Feira Grande;2603;2702603;2
AL;Feliz Deserto;2702;2702702;2
AL;Flexeiras;2801;2702801;2
AL;Girau do Ponciano;2900;2702900;2
AL;Ibateguara;3007;2703007;2
AL;Igaci;3106;2703106;3
AL;Igreja Nova;3205;2703205;2
AL;Inhapi;3304;2703304;2
AL;Jacaré dos Homens;3403;2703403;2
AL;Jacuípe;3502;2703502;2
AL;Japaratinga;3601;2703601;3
AL;Jaramataia;3700;2703700;3
AL;Jequiá da Praia;3759;2703759;2
AL;Joaquim Gomes;3809;2703809;2
AL;Jundiá;3908;2703908;3
AL;Junqueiro;4005;2704005;2
AL;Lagoa da Canoa;4104;2704104;2
AL;Limoeiro de Anadia;4203;2704203;3
AL;Maceió;4302;2704302;3
AL;Major Isidoro;4401;2704401;2
AL;Mar Vermelho;4906;2704906;2
AL;Maragogi;4500;2704500;2
AL;Maravilha;4609;2704609;2
AL;Marechal Deodoro;4708;2704708;2
AL;Maribondo;4807;2704807;1
AL;Mata Grande;5002;2705002;2
AL;Matriz de Camaragibe;5101;2705101;3
AL;Messias;5200;2705200;3
AL;Minador do Negrão;5309;2705309;2
AL;Monteirópolis;5408;2705408;2
AL;Murici;5507;2705507;2
AL;Novo Lino;5606;2705606;3
AL;Olho d'Água das Flores;5705;2705705;3
AL;Olho d'Água do Casado;5804;2705804;0
AL;Olho d'Água Grande;5903;2705903;3
AL;Olivença;6000;2706000;2
AL;Ouro Branco;6109;2706109;3
AL;Palestina;6208;2706208;3
AL;Palmeira dos Índios;6307;2706307;1
AL;Pão de Açúcar;6406;2706406;3
AL;Pariconha;6422;2706422;3
AL;Paripueira;6448;2706448;3
AL;Passo de Camaragibe;6505;2706505;3
AL;Paulo Jacinto;6604;2706604;3
AL;Penedo;6703;2706703;1
AL;Piaçabuçu;6802;2706802;2
AL;Pilar;6901;2706901;2
AL;Pindoba;7008;2707008;3
AL;Piranhas;7107;2707107;2
AL;Poço das Trincheiras;7206;2707206;3
AL;Porto Calvo;7305;2707305;3
AL;Porto de Pedras;7404;2707404;2
AL;Porto Real do Colégio;7503;2707503;2
AL;Quebrangulo;7602;2707602;2
AL;Rio Largo;7701;2707701;2
AL;Roteiro;7800;2707800;2
AL;Santa Luzia do Norte;7909;2707909;3
AL;Santana do Ipanema;8006;2708006;2
AL;Santana do Mundaú;8105;2708105;1
AL;São Brás;8204;2708204;3
AL;São José da Laje;8303;2708303;2
AL;São José da Tapera;8402;2708402;2
AL;São Luís do Quitunde;8501;2708501;2
AL;São Miguel dos Campos;8600;2708600;1
AL;São Miguel dos Milagres;8709;2708709;3
AL;São Sebastião;8808;2708808;3
AL;Satuba;8907;2708907;3
AL;Senador Rui Palmeira;8956;2708956;2
AL;Tanque d'Arca;9004;2709004;2
AL;Taquarana;9103;2709103;3
AL;Teotônio Vilela;9152;2709152;3
AL;Traipu;9202;2709202;3
AL;União dos Palmares;9301;2709301;2
AL;Viçosa;9400;2709400;2
AM;Alvarães;29;1300029;1
AM;Amaturá;60;1300060;1
AM;Anamã;86;1300086;1
AM;Anori;102;1300102;1
AM;Apuí;144;1300144;1
AM;Atalaia do Norte;201;1300201;1
AM;Autazes;300;1300300;1
AM;Barcelos;409;1300409;1
AM;Barreirinha;508;1300508;1
AM;Benjamin Constant;607;1300607;1
AM;Beruri;631;1300631;1
AM;Boa Vista do Ramos;680;1300680;1
AM;Boca do Acre;706;1300706;1
AM;Borba;805;1300805;1
AM;Caapiranga;839;1300839;1
AM;Canutama;904;1300904;1
AM;Carauari;1001;1301001;1
AM;Careiro;1100;1301100;1
AM;Careiro da Várzea;1159;1301159;1
AM;Coari;1209;1301209;1
AM;Codajás;1308;1301308;1
AM;Eirunepé;1407;1301407;1
AM;Envira;1506;1301506;1
AM;Fonte Boa;1605;1301605;1
AM;Guajará;1654;1301654;1
AM;Humaitá;1704;1301704;1
AM;Ipixuna;1803;1301803;1
AM;Iranduba;1852;1301852;1
AM;Itacoatiara;1902;1301902;1
AM;Itamarati;1951;1301951;1
AM;Itapiranga;2009;1302009;1
AM;Japurá;2108;1302108;1
AM;Juruá;2207;1302207;1
AM;Jutaí;2306;1302306;1
AM;Lábrea;2405;1302405;1
AM;Manacapuru;2504;1302504;1
AM;Manaquiri;2553;1302553;1
AM;Manaus;2603;1302603;1
AM;Manicoré;2702;1302702;1
AM;Maraã;2801;1302801;1
AM;Maués;2900;1302900;1
AM;Nhamundá;3007;1303007;1
AM;Nova Olinda do Norte;3106;1303106;1
AM;Novo Airão;3205;1303205;1
AM;Novo Aripuanã;3304;1303304;1
AM;Parintins;3403;1303403;1
AM;Pauini;3502;1303502;1
AM;Presidente Figueiredo;3536;1303536;1
AM;Rio Preto da Eva;3569;1303569;1
AM;Santa Isabel do Rio Negro;3601;1303601;1
AM;Santo Antônio do Içá;3700;1303700;1
AM;São Gabriel da Cachoeira;3809;1303809;0
AM;São Paulo de Olivença;3908;1303908;1
AM;São Sebastião do Uatumã;3957;1303957;1
AM;Silves;4005;1304005;1
AM;Tabatinga;4062;1304062;1
AM;Tapauá;4104;1304104;1
AM;Tefé;4203;1304203;1
AM;Tonantins;4237;1304237;1
AM;Uarini;4260;1304260;1
AM;Urucará;4302;1304302;1
AM;Urucurituba;4401;1304401;0
AP;Amapá;105;1600105;2
AP;Calçoene;204;1600204;2
AP;Cutias;212;1600212;2
AP;Ferreira Gomes;238;1600238;2
AP;Itaubal;253;1600253;2
AP;Laranjal do Jari;279;1600279;2
AP;Macapá;303;1600303;2
AP;Mazagão;402;1600402;2
AP;Oiapoque;501;1600501;2
AP;Pedra Branca do Amapari;154;1600154;2
AP;Porto Grande;535;1600535;2
AP;Pracuúba;550;1600550;2
AP;Santana;600;1600600;1
AP;Serra do Navio;55;1600055;2
AP;Tartarugalzinho;709;1600709;2
AP;Vitória do Jari;808;1600808;2
BA;Abaíra;108;2900108;1
BA;Abaré;207;2900207;0
BA;Acajutiba;306;2900306;1
BA;Adustina;355;2900355;3
BA;Água Fria;405;2900405;3
BA;Aiquara;603;2900603;3
BA;Alagoinhas;702;2900702;1
BA;Alcobaça;801;2900801;0
BA;Almadina;900;2900900;1
BA;Amargosa;1007;2901007;0
BA;Amélia Rodrigues;1106;2901106;1
BA;América Dourada;1155;2901155;1
BA;Anagé;1205;2901205;1
BA;Andaraí;1304;2901304;1
BA;Andorinha;1353;2901353;3
BA;Angical;1403;2901403;1
BA;Anguera;1502;2901502;1
BA;Antas;1601;2901601;3
BA;Antônio Cardoso;1700;2901700;0
BA;Antônio Gonçalves;1809;2901809;1
BA;Aporá;1908;2901908;1
BA;Apuarema;1957;2901957;1
BA;Araçás;2054;2902054;3
BA;Aracatu;2005;2902005;1
BA;Araci;2104;2902104;1
BA;Aramari;2203;2902203;3
BA;Arataca;2252;2902252;1
BA;Aratuípe;2302;2902302;1
BA;Aurelino Leal;2401;2902401;3
BA;Baianópolis;2500;2902500;3
BA;Baixa Grande;2609;2902609;3
BA;Banzaê;2658;2902658;0
BA;Barra;2708;2902708;0
BA;Barra da Estiva;2807;2902807;1
BA;Barra do Choça;2906;2902906;1
BA;Barra do Mendes;3003;2903003;3
BA;Barra do Rocha;3102;2903102;1
BA;Barreiras;3201;2903201;3
BA;Barro Alto;3235;2903235;3
BA;Barro Preto;3300;2903300;3
BA;Barrocas;3276;2903276;0
BA;Belmonte;3409;2903409;3
BA;Belo Campo;3508;2903508;1
BA;Biritinga;3607;2903607;1
BA;Boa Nova;3706;2903706;1
BA;Boa Vista do Tupim;3805;2903805;3
BA;Bom Jesus da Lapa;3904;2903904;1
BA;Bom Jesus da Serra;3953;2903953;1
BA;Boninal;4001;2904001;0
BA;Bonito;4050;2904050;1
BA;Boquira;4100;2904100;1
BA;Botuporã;4209;2904209;0
BA;Brejões;4308;2904308;3
BA;Brejolândia;4407;2904407;3
BA;Brotas de Macaúbas;4506;2904506;3
BA;Brumado;4605;2904605;3
BA;Buerarema;4704;2904704;3
BA;Buritirama;4753;2904753;3
BA;Caatiba;4803;2904803;1
BA;Cabaceiras do Paraguaçu;4852;2904852;1
BA;Cachoeira;4902;2904902;0
BA;Caculé;5008;2905008;1
BA;Caém;5107;2905107;1
BA;Caetanos;5156;2905156;1
BA;Caetité;5206;2905206;1
BA;Cafarnaum;5305;2905305;1
BA;Cairu;5404;2905404;3
BA;Caldeirão Grande;5503;2905503;3
BA;Camacan;5602;2905602;1
BA;Camaçari;5701;2905701;0
BA;Camamu;5800;2905800;2
BA;Campo Alegre de Lourdes;5909;2905909;0
BA;Campo Formoso;6006;2906006;3
BA;Canápolis;6105;2906105;1
BA;Canarana;6204;2906204;0
BA;Canavieiras;6303;2906303;3
BA;Candeal;6402;2906402;1
BA;Candeias;6501;2906501;3
BA;Candiba;6600;2906600;1
BA;Cândido Sales;6709;2906709;1
BA;Cansanção;6808;2906808;3
BA;Canudos;6824;2906824;1
BA;Capela do Alto Alegre;6857;2906857;1
BA;Capim Grosso;6873;2906873;1
BA;Caraíbas;6899;2906899;3
BA;Caravelas;6907;2906907;3
BA;Cardeal da Silva;7004;2907004;1
BA;Carinhanha;7103;2907103;0
BA;Casa Nova;7202;2907202;3
BA;Castro Alves;7301;2907301;1
BA;Catolândia;7400;2907400;1
BA;Catu;7509;2907509;0
BA;Caturama;7558;2907558;3
BA;Central;7608;2907608;0
BA;Chorrochó;7707;2907707;1
BA;Cícero Dantas;7806;2907806;1
BA;Cipó;7905;2907905;1
BA;Coaraci;8002;2908002;3
BA;Cocos;8101;2908101;0
BA;Conceição da Feira;8200;2908200;1
BA;Conceição do Almeida;8309;2908309;1
BA;Conceição do Coité;8408;2908408;3
BA;Conceição do Jacuípe;8507;2908507;1
BA;Conde;8606;2908606;3
BA;Condeúba;8705;2908705;3
BA;Contendas do Sincorá;8804;2908804;3
BA;Coração de Maria;8903;2908903;1
BA;Cordeiros;9000;2909000;3
BA;Coribe;9109;2909109;3
BA;Coronel João Sá;9208;2909208;1
BA;Correntina;9307;2909307;3
BA;Cotegipe;9406;2909406;0
BA;Cravolândia;9505;2909505;3
BA;Crisópolis;9604;2909604;1
BA;Cristópolis;9703;2909703;0
BA;Cruz das Almas;9802;2909802;3
BA;Curaçá;9901;2909901;0
BA;Dário Meira;10008;2910008;2
BA;Dias d'Ávila;10057;2910057;3
BA;Dom Basílio;10107;2910107;1
BA;Dom Macedo Costa;10206;2910206;3
BA;Elísio Medrado;10305;2910305;1
BA;Encruzilhada;10404;2910404;1
BA;Entre Rios;10503;2910503;1
BA;Érico Cardoso;504;2900504;1
BA;Esplanada;10602;2910602;0
BA;Euclides da Cunha;10701;2910701;1
BA;Eunápolis;10727;2910727;1
BA;Fátima;10750;2910750;0
BA;Feira da Mata;10776;2910776;1
BA;Feira de Santana;10800;2910800;3
BA;Filadélfia;10859;2910859;3
BA;Firmino Alves;10909;2910909;1
BA;Floresta Azul;11006;2911006;1
BA;Formosa do Rio Preto;11105;2911105;1
BA;Gandu;11204;2911204;1
BA;Gavião;11253;2911253;1
BA;Gentio do Ouro;11303;2911303;1
BA;Glória;11402;2911402;2
BA;Gongogi;11501;2911501;3
BA;Governador Mangabeira;11600;2911600;3
BA;Guajeru;11659;2911659;1
BA;Guanambi;11709;2911709;3
BA;Guaratinga;11808;2911808;0
BA;Heliópolis;11857;2911857;1
BA;Iaçu;11907;2911907;1
BA;Ibiassucê;12004;2912004;3
BA;Ibicaraí;12103;2912103;3
BA;Ibicoara;12202;2912202;1
BA;Ibicuí;12301;2912301;1
BA;Ibipeba;12400;2912400;1
BA;Ibipitanga;12509;2912509;0
BA;Ibiquera;12608;2912608;3
BA;Ibirapitanga;12707;2912707;3
BA;Ibirapuã;12806;2912806;3
BA;Ibirataia;12905;2912905;3
BA;Ibitiara;13002;2913002;1
BA;Ibititá;13101;2913101;3
BA;Ibotirama;13200;2913200;1
BA;Ichu;13309;2913309;1
BA;Igaporã;13408;2913408;0
BA;Igrapiúna;13457;2913457;1
BA;Iguaí;13507;2913507;1
BA;Ilhéus;13606;2913606;3
BA;Inhambupe;13705;2913705;3
BA;Ipecaetá;13804;2913804;1
BA;Ipiaú;13903;2913903;1
BA;Ipirá;14000;2914000;1
BA;Ipupiara;14109;2914109;1
BA;Irajuba;14208;2914208;1
BA;Iramaia;14307;2914307;3
BA;Iraquara;14406;2914406;1
BA;Irará;14505;2914505;3
BA;Irecê;14604;2914604;1
BA;Itabela;14653;2914653;3
BA;Itaberaba;14703;2914703;1
BA;Itabuna;14802;2914802;1
BA;Itacaré;14901;2914901;0
BA;Itaeté;15007;2915007;3
BA;Itagi;15106;2915106;3
BA;Itagibá;15205;2915205;1
BA;Itagimirim;15304;2915304;1
BA;Itaguaçu da Bahia;15353;2915353;2
BA;Itaju do Colônia;15403;2915403;1
BA;Itajuípe;15502;2915502;1
BA;Itamaraju;15601;2915601;3
BA;Itamari;15700;2915700;1
BA;Itambé;15809;2915809;1
BA;Itanagra;15908;2915908;2
BA;Itanhém;16005;2916005;1
BA;Itaparica;16104;2916104;1
BA;Itapé;16203;2916203;1
BA;Itapebi;16302;2916302;1
BA;Itapetinga;16401;2916401;3
BA;Itapicuru;16500;2916500;1
BA;Itapitanga;16609;2916609;1
BA;Itaquara;16708;2916708;1
BA;Itarantim;16807;2916807;1
BA;Itatim;16856;2916856;3
BA;Itiruçu;16906;2916906;3
BA;Itiúba;17003;2917003;1
BA;Itororó;17102;2917102;3
BA;Ituaçu;17201;2917201;1
BA;Ituberá;17300;2917300;2
BA;Iuiu;17334;2917334;3
BA;Jaborandi;17359;2917359;1
BA;Jacaraci;17409;2917409;1
BA;Jacobina;17508;2917508;3
BA;Jaguaquara;17607;2917607;0
BA;Jaguarari;17706;2917706;0
BA;Jaguaripe;17805;2917805;1
BA;Jandaíra;17904;2917904;3
BA;Jequié;18001;2918001;3
BA;Jeremoabo;18100;2918100;3
BA;Jiquiriçá;18209;2918209;1
BA;Jitaúna;18308;2918308;1
BA;João Dourado;18357;2918357;3
BA;Juazeiro;18407;2918407;1
BA;Jucuruçu;18456;2918456;3
BA;Jussara;18506;2918506;3
BA;Jussari;18555;2918555;1
BA;Jussiape;18605;2918605;3
BA;Lafaiete Coutinho;18704;2918704;3
BA;Lagoa Real;18753;2918753;3
BA;Laje;18803;2918803;1
BA;Lajedão;18902;2918902;1
BA;Lajedinho;19009;2919009;1
BA;Lajedo do Tabocal;19058;2919058;1
BA;Lamarão;19108;2919108;0
BA;Lapão;19157;2919157;1
BA;Lauro de Freitas;19207;2919207;3
BA;Lençóis;19306;2919306;1
BA;Licínio de Almeida;19405;2919405;2
BA;Livramento de Nossa Senhora;19504;2919504;1
BA;Luís Eduardo Magalhães;19553;2919553;3
BA;Macajuba;19603;2919603;1
BA;Macarani;19702;2919702;1
BA;Macaúbas;19801;2919801;3
BA;Macururé;19900;2919900;1
BA;Madre de Deus;19926;2919926;1
BA;Maetinga;19959;2919959;3
BA;Maiquinique;20007;2920007;1
BA;Mairi;20106;2920106;1
BA;Malhada;20205;2920205;0
BA;Malhada de Pedras;20304;2920304;1
BA;Manoel Vitorino;20403;2920403;3
BA;Mansidão;20452;2920452;3
BA;Maracás;20502;2920502;0
BA;Maragogipe;20601;2920601;3
BA;Maraú;20700;2920700;1
BA;Marcionílio Souza;20809;2920809;1
BA;Mascote;20908;2920908;1
BA;Mata de São João;21005;2921005;3
BA;Matina;21054;2921054;1
BA;Medeiros Neto;21104;2921104;1
BA;Miguel Calmon;21203;2921203;3
BA;Milagres;21302;2921302;3
BA;Mirangaba;21401;2921401;1
BA;Mirante;21450;2921450;0
BA;Monte Santo;21500;2921500;1
BA;Morpará;21609;2921609;0
BA;Morro do Chapéu;21708;2921708;3
BA;Mortugaba;21807;2921807;1
BA;Mucugê;21906;2921906;3
BA;Mucuri;22003;2922003;3
BA;Mulungu do Morro;22052;2922052;3
BA;Mundo Novo;22102;2922102;3
BA;Muniz Ferreira;22201;2922201;1
BA;Muquém do São Francisco;22250;2922250;3
BA;Muritiba;22300;2922300;2
BA;Mutuípe;22409;2922409;0
BA;Nazaré;22508;2922508;1
BA;Nilo Peçanha;22607;2922607;3
BA;Nordestina;22656;2922656;1
BA;Nova Canaã;22706;2922706;1
BA;Nova Fátima;22730;2922730;2
BA;Nova Ibiá;22755;2922755;1
BA;Nova Itarana;22805;2922805;1
BA;Nova Redenção;22854;2922854;1
BA;Nova Soure;22904;2922904;1
BA;Nova Viçosa;23001;2923001;3
BA;Novo Horizonte;23035;2923035;2
BA;Novo Triunfo;23050;2923050;1
BA;Olindina;23100;2923100;1
BA;Oliveira dos Brejinhos;23209;2923209;0
BA;Ouriçangas;23308;2923308;0
BA;Ourolândia;23357;2923357;3
BA;Palmas de Monte Alto;23407;2923407;1
BA;Palmeiras;23506;2923506;3
BA;Paramirim;23605;2923605;1
BA;Paratinga;23704;2923704;0
BA;Paripiranga;23803;2923803;1
BA;Pau Brasil;23902;2923902;0
BA;Paulo Afonso;24009;2924009;3
BA;Pé de Serra;24058;2924058;3
BA;Pedrão;24108;2924108;1
BA;Pedro Alexandre;24207;2924207;2
BA;Piatã;24306;2924306;3
BA;Pilão Arcado;24405;2924405;0
BA;Pindaí;24504;2924504;1
BA;Pindobaçu;24603;2924603;1
BA;Pintadas;24652;2924652;0
BA;Piraí do Norte;24678;2924678;3
BA;Piripá;24702;2924702;1
BA;Piritiba;24801;2924801;1
BA;Planaltino;24900;2924900;0
BA;Planalto;25006;2925006;0
BA;Poções;25105;2925105;1
BA;Pojuca;25204;2925204;3
BA;Ponto Novo;25253;2925253;3
BA;Porto Seguro;25303;2925303;3
BA;Potiraguá;25402;2925402;1
BA;Prado;25501;2925501;1
BA;Presidente Dutra;25600;2925600;1
BA;Presidente Jânio Quadros;25709;2925709;0
BA;Presidente Tancredo Neves;25758;2925758;2
BA;Queimadas;25808;2925808;1
BA;Quijingue;25907;2925907;1
BA;Quixabeira;25931;2925931;3
BA;Rafael Jambeiro;25956;2925956;3
BA;Remanso;26004;2926004;1
BA;Retirolândia;26103;2926103;1
BA;Riachão das Neves;26202;2926202;3
BA;Riachão do Jacuípe;26301;2926301;3
BA;Riacho de Santana;26400;2926400;3
BA;Ribeira do Amparo;26509;2926509;3
BA;Ribeira do Pombal;26608;2926608;1
BA;Ribeirão do Largo;26657;2926657;2
BA;Rio de Contas;26707;2926707;1
BA;Rio do Antônio;26806;2926806;1
BA;Rio do Pires;26905;2926905;3
BA;Rio Real;27002;2927002;1
BA;Rodelas;27101;2927101;1
BA;Ruy Barbosa;27200;2927200;2
BA;Salinas da Margarida;27309;2927309;1
BA;Salvador;27408;2927408;3
BA;Santa Bárbara;27507;2927507;1
BA;Santa Brígida;27606;2927606;1
BA;Santa Cruz Cabrália;27705;2927705;3
BA;Santa Cruz da Vitória;27804;2927804;3
BA;Santa Inês;27903;2927903;0
BA;Santa Luzia;28059;2928059;3
BA;Santa Maria da Vitória;28109;2928109;3
BA;Santa Rita de Cássia;28406;2928406;1
BA;Santa Terezinha;28505;2928505;1
BA;Santaluz;28000;2928000;3
BA;Santana;28208;2928208;3
BA;Santanópolis;28307;2928307;1
BA;Santo Amaro;28604;2928604;3
BA;Santo Antônio de Jesus;28703;2928703;3
BA;Santo Estêvão;28802;2928802;3
BA;São Desidério;28901;2928901;2
BA;São Domingos;28950;2928950;1
BA;São Felipe;29107;2929107;1
BA;São Félix;29008;2929008;3
BA;São Félix do Coribe;29057;2929057;3
BA;São Francisco do Conde;29206;2929206;3
BA;São Gabriel;29255;2929255;0
BA;São Gonçalo dos Campos;29305;2929305;3
BA;São José da Vitória;29354;2929354;1
BA;São José do Jacuípe;29370;2929370;1
BA;São Miguel das Matas;29404;2929404;3
BA;São Sebastião do Passé;29503;2929503;3
BA;Sapeaçu;29602;2929602;3
BA;Sátiro Dias;29701;2929701;1
BA;Saubara;29750;2929750;1
BA;Saúde;29800;2929800;1
BA;Seabra;29909;2929909;1
BA;Sebastião Laranjeiras;30006;2930006;1
BA;Senhor do Bonfim;30105;2930105;3
BA;Sento Sé;30204;2930204;0
BA;Serra do Ramalho;30154;2930154;3
BA;Serra Dourada;30303;2930303;0
BA;Serra Preta;30402;2930402;3
BA;Serrinha;30501;2930501;1
BA;Serrolândia;30600;2930600;1
BA;Simões Filho;30709;2930709;3
BA;Sítio do Mato;30758;2930758;3
BA;Sítio do Quinto;30766;2930766;1
BA;Sobradinho;30774;2930774;1
BA;Souto Soares;30808;2930808;0
BA;Tabocas do Brejo Velho;30907;2930907;1
BA;Tanhaçu;31004;2931004;3
BA;Tanque Novo;31053;2931053;1
BA;Tanquinho;31103;2931103;0
BA;Taperoá;31202;2931202;1
BA;Tapiramutá;31301;2931301;1
BA;Teixeira de Freitas;31350;2931350;3
BA;Teodoro Sampaio;31400;2931400;1
BA;Teofilândia;31509;2931509;1
BA;Teolândia;31608;2931608;1
BA;Terra Nova;31707;2931707;3
BA;Tremedal;31806;2931806;3
BA;Tucano;31905;2931905;1
BA;Uauá;32002;2932002;1
BA;Ubaíra;32101;2932101;3
BA;Ubaitaba;32200;2932200;3
BA;Ubatã;32309;2932309;0
BA;Uibaí;32408;2932408;3
BA;Umburanas;32457;2932457;3
BA;Una;32507;2932507;3
BA;Urandi;32606;2932606;1
BA;Uruçuca;32705;2932705;3
BA;Utinga;32804;2932804;3
BA;Valença;32903;2932903;1
BA;Valente;33000;2933000;3
BA;Várzea da Roça;33059;2933059;1
BA;Várzea do Poço;33109;2933109;3
BA;Várzea Nova;33158;2933158;1
BA;Varzedo;33174;2933174;2
BA;Vera Cruz;33208;2933208;3
BA;Vereda;33257;2933257;1
BA;Vitória da Conquista;33307;2933307;3
BA;Wagner;33406;2933406;3
BA;Wanderley;33455;2933455;1
BA;Wenceslau Guimarães;33505;2933505;2
BA;Xique-Xique;33604;2933604;3
CE;Abaiara;101;2300101;0
CE;Acarape;150;2300150;2
CE;Acaraú;200;2300200;2
CE;Acopiara;309;2300309;2
CE;Aiuaba;408;2300408;0
CE;Alcântaras;507;2300507;2
CE;Altaneira;606;2300606;2
CE;Alto Santo;705;2300705;2
CE;Amontada;754;2300754;0
CE;Antonina do Norte;804;2300804;2
CE;Apuiarés;903;2300903;2
CE;Aquiraz;1000;2301000;3
CE;Aracati;1109;2301109;2
CE;Aracoiaba;1208;2301208;2
CE;Ararendá;1257;2301257;0
CE;Araripe;1307;2301307;0
CE;Aratuba;1406;2301406;2
CE;Arneiroz;1505;2301505;2
CE;Assaré;1604;2301604;2
CE;Aurora;1703;2301703;0
CE;Baixio;1802;2301802;2
CE;Banabuiú;1851;2301851;2
CE;Barbalha;1901;2301901;0
CE;Barreira;1950;2301950;2
CE;Barro;2008;2302008;2
CE;Barroquinha;2057;2302057;2
CE;Baturité;2107;2302107;3
CE;Beberibe;2206;2302206;1
CE;Bela Cruz;2305;2302305;2
CE;Boa Viagem;2404;2302404;3
CE;Brejo Santo;2503;2302503;2
CE;Camocim;2602;2302602;2
CE;Campos Sales;2701;2302701;2
CE;Canindé;2800;2302800;2
CE;Capistrano;2909;2302909;2
CE;Caridade;3006;2303006;2
CE;Cariré;3105;2303105;2
CE;Caririaçu;3204;2303204;0
CE;Cariús;3303;2303303;0
CE;Carnaubal;3402;2303402;0
CE;Cascavel;3501;2303501;2
CE;Catarina;3600;2303600;2
CE;Catunda;3659;2303659;2
CE;Caucaia;3709;2303709;2
CE;Cedro;3808;2303808;2
CE;Chaval;3907;2303907;2
CE;Choró;3931;2303931;3
CE;Chorozinho;3956;2303956;2
CE;Coreaú;4004;2304004;2
CE;Crateús;4103;2304103;0
CE;Crato;4202;2304202;0
CE;Croatá;4236;2304236;0
CE;Cruz;4251;2304251;2
CE;Deputado Irapuan Pinheiro;4269;2304269;2
CE;Ereré;4277;2304277;0
CE;Eusébio;4285;2304285;3
CE;Farias Brito;4301;2304301;2
CE;Forquilha;4350;2304350;2
CE;Fortaleza;4400;2304400;0
CE;Fortim;4459;2304459;2
CE;Frecheirinha;4509;2304509;2
CE;General Sampaio;4608;2304608;0
CE;Graça;4657;2304657;2
CE;Granja;4707;2304707;0
CE;Granjeiro;4806;2304806;2
CE;Groaíras;4905;2304905;2
CE;Guaiúba;4954;2304954;2
CE;Guaraciaba do Norte;5001;2305001;2
CE;Guaramiranga;5100;2305100;2
CE;Hidrolândia;5209;2305209;2
CE;Horizonte;5233;2305233;1
CE;Ibaretama;5266;2305266;2
CE;Ibiapina;5308;2305308;2
CE;Ibicuitinga;5332;2305332;0
CE;Icapuí;5357;2305357;2
CE;Icó;5407;2305407;0
CE;Iguatu;5506;2305506;3
CE;Independência;5605;2305605;0
CE;Ipaporanga;5654;2305654;0
CE;Ipaumirim;5704;2305704;2
CE;Ipu;5803;2305803;0
CE;Ipueiras;5902;2305902;2
CE;Iracema;6009;2306009;0
CE;Irauçuba;6108;2306108;2
CE;Itaiçaba;6207;2306207;0
CE;Itaitinga;6256;2306256;2
CE;Itapajé;6306;2306306;2
CE;Itapipoca;6405;2306405;0
CE;Itapiúna;6504;2306504;3
CE;Itarema;6553;2306553;2
CE;Itatira;6603;2306603;3
CE;Jaguaretama;6702;2306702;2
CE;Jaguaribara;6801;2306801;2
CE;Jaguaribe;6900;2306900;2
CE;Jaguaruana;7007;2307007;0
CE;Jardim;7106;2307106;0
CE;Jati;7205;2307205;0
CE;Jijoca de Jericoacoara;7254;2307254;2
CE;Juazeiro do Norte;7304;2307304;3
CE;Jucás;7403;2307403;2
CE;Lavras da Mangabeira;7502;2307502;2
CE;Limoeiro do Norte;7601;2307601;2
CE;Madalena;7635;2307635;2
CE;Maracanaú;7650;2307650;1
CE;Maranguape;7700;2307700;2
CE;Marco;7809;2307809;2
CE;Martinópole;7908;2307908;2
CE;Massapê;8005;2308005;3
CE;Mauriti;8104;2308104;0
CE;Meruoca;8203;2308203;0
