UF;Nome_Município;COD IBGE;COD IBGE Completo;CATEGORIA
RS;Nonoai;12708;4312708;2
RS;Nova Alvorada;12757;4312757;2
RS;Nova Araçá;12807;4312807;2
RS;Nova Bassano;12906;4312906;2
RS;Nova Boa Vista;12955;4312955;2
RS;Nova Bréscia;13003;4313003;2
RS;Nova Candelária;13011;4313011;2
RS;Nova Esperança do Sul;13037;4313037;2
RS;Nova Hartz;13060;4313060;2
RS;Nova Pádua;13086;4313086;2
RS;Nova Palma;13102;4313102;2
RS;Nova Petrópolis;13201;4313201;2
RS;Nova Prata;13300;4313300;2
RS;Nova Ramada;13334;4313334;2
RS;Nova Roma do Sul;13359;4313359;0
RS;Nova Santa Rita;13375;4313375;0
RS;Novo Barreiro;13490;4313490;2
RS;Novo Cabrais;13391;4313391;0
RS;Novo Hamburgo;13409;4313409;2
RS;Novo Machado;13425;4313425;2
RS;Novo Tiradentes;13441;4313441;2
RS;Novo Xingu;13466;4313466;2
RS;Osório;13508;4313508;2
RS;Paim Filho;13607;4313607;0
RS;Palmares do Sul;13656;4313656;2
RS;Palmeira das Missões;13706;4313706;0
RS;Palmitinho;13805;4313805;2
RS;Panambi;13904;4313904;2
RS;Pantano Grande;13953;4313953;1
RS;Paraí;14001;4314001;3
RS;Paraíso do Sul;14027;4314027;2
RS;Pareci Novo;14035;4314035;2
RS;Parobé;14050;4314050;2
RS;Passa Sete;14068;4314068;3
RS;Passo do Sobrado;14076;4314076;3
RS;Passo Fundo;14100;4314100;2
RS;Paulo Bento;14134;4314134;2
RS;Paverama;14159;4314159;2
RS;Pedras Altas;14175;4314175;2
RS;Pedro Osório;14209;4314209;2
RS;Pejuçara;14308;4314308;2
RS;Pelotas;14407;4314407;0
RS;Picada Café;14423;4314423;2
RS;Pinhal;14456;4314456;2
RS;Pinhal da Serra;14464;4314464;2
RS;Pinhal Grande;14472;4314472;2
RS;Pinheirinho do Vale;14498;4314498;2
RS;Pinheiro Machado;14506;4314506;2
RS;Pinto Bandeira;14548;4314548;2
RS;Pirapó;14555;4314555;2
RS;Piratini;14605;4314605;2
RS;Planalto;14704;4314704;2
RS;Poço das Antas;14753;4314753;2
RS;Pontão;14779;4314779;2
RS;Ponte Preta;14787;4314787;0
RS;Portão;14803;4314803;2
RS;Porto Alegre;14902;4314902;2
RS;Porto Lucena;15008;4315008;2
RS;Porto Mauá;15057;4315057;2
RS;Porto Vera Cruz;15073;4315073;2
RS;Porto Xavier;15107;4315107;2
RS;Pouso Novo;15131;4315131;2
RS;Presidente Lucena;15149;4315149;2
RS;Progresso;15156;4315156;2
RS;Protásio Alves;15172;4315172;2
RS;Putinga;15206;4315206;2
RS;Quaraí;15305;4315305;2
RS;Quatro Irmãos;15313;4315313;2
RS;Quevedos;15321;4315321;2
RS;Quinze de Novembro;15354;4315354;2
RS;Redentora;15404;4315404;2
RS;Relvado;15453;4315453;2
RS;Restinga Sêca;15503;4315503;2
RS;Rio dos Índios;15552;4315552;2
RS;Rio Grande;15602;4315602;0
RS;Rio Pardo;15701;4315701;1
RS;Riozinho;15750;4315750;3
RS;Roca Sales;15800;4315800;2
RS;Rodeio Bonito;15909;4315909;2
RS;Rolador;15958;4315958;2
RS;Rolante;16006;4316006;2
RS;Ronda Alta;16105;4316105;2
RS;Rondinha;16204;4316204;2
RS;Roque Gonzales;16303;4316303;2
RS;Rosário do Sul;16402;4316402;2
RS;Sagrada Família;16428;4316428;2
RS;Saldanha Marinho;16436;4316436;2
RS;Salto do Jacuí;16451;4316451;2
RS;Salvador das Missões;16477;4316477;2
RS;Salvador do Sul;16501;4316501;2
RS;Sananduva;16600;4316600;3
RS;Santa Bárbara do Sul;16709;4316709;2
RS;Santa Cecília do Sul;16733;4316733;2
RS;Santa Clara do Sul;16758;4316758;2
RS;Santa Cruz do Sul;16808;4316808;3
RS;Santa Margarida do Sul;16972;4316972;2
RS;Santa Maria;16907;4316907;2
RS;Santa Maria do Herval;16956;4316956;2
RS;Santa Rosa;17202;4317202;2
RS;Santa Tereza;17251;4317251;2
RS;Santa Vitória do Palmar;17301;4317301;2
RS;Santana da Boa Vista;17004;4317004;2
RS;Sant'Ana do Livramento;17103;4317103;3
RS;Santiago;17400;4317400;2
RS;Santo Ângelo;17509;4317509;3
RS;Santo Antônio da Patrulha;17608;4317608;2
RS;Santo Antônio das Missões;17707;4317707;2
RS;Santo Antônio do Palma;17558;4317558;2
RS;Santo Antônio do Planalto;17756;4317756;2
RS;Santo Augusto;17806;4317806;3
RS;Santo Cristo;17905;4317905;2
RS;Santo Expedito do Sul;17954;4317954;2
RS;São Borja;18002;4318002;3
RS;São Domingos do Sul;18051;4318051;2
RS;São Francisco de Assis;18101;4318101;2
RS;São Francisco de Paula;18200;4318200;2
RS;São Gabriel;18309;4318309;2
RS;São Jerônimo;18408;4318408;1
RS;São João da Urtiga;18424;4318424;2
RS;São João do Polêsine;18432;4318432;2
RS;São Jorge;18440;4318440;2
RS;São José das Missões;18457;4318457;3
RS;São José do Herval;18465;4318465;2
RS;São José do Hortêncio;18481;4318481;3
RS;São José do Inhacorá;18499;4318499;2
RS;São José do Norte;18507;4318507;2
RS;São José do Ouro;18606;4318606;2
RS;São José do Sul;18614;4318614;2
RS;São José dos Ausentes;18622;4318622;2
RS;São Leopoldo;18705;4318705;3
RS;São Lourenço do Sul;18804;4318804;0
RS;São Luiz Gonzaga;18903;4318903;2
RS;São Marcos;19000;4319000;2
RS;São Martinho;19109;4319109;2
RS;São Martinho da Serra;19125;4319125;2
RS;São Miguel das Missões;19158;4319158;2
RS;São Nicolau;19208;4319208;2
RS;São Paulo das Missões;19307;4319307;2
RS;São Pedro da Serra;19356;4319356;2
RS;São Pedro das Missões;19364;4319364;2
RS;São Pedro do Butiá;19372;4319372;3
RS;São Pedro do Sul;19406;4319406;2
RS;São Sebastião do Caí;19505;4319505;2
RS;São Sepé;19604;4319604;2
RS;São Valentim;19703;4319703;3
RS;São Valentim do Sul;19711;4319711;2
RS;São Valério do Sul;19737;4319737;2
RS;São Vendelino;19752;4319752;2
RS;São Vicente do Sul;19802;4319802;2
RS;Sapiranga;19901;4319901;2
RS;Sapucaia do Sul;20008;4320008;2
RS;Sarandi;20107;4320107;2
RS;Seberi;20206;4320206;2
RS;Sede Nova;20230;4320230;2
RS;Segredo;20263;4320263;2
RS;Selbach;20305;4320305;2
RS;Senador Salgado Filho;20321;4320321;2
RS;Sentinela do Sul;20354;4320354;2
RS;Serafina Corrêa;20404;4320404;2
RS;Sério;20453;4320453;2
RS;Sertão;20503;4320503;2
RS;Sertão Santana;20552;4320552;2
RS;Sete de Setembro;20578;4320578;2
RS;Severiano de Almeida;20602;4320602;2
RS;Silveira Martins;20651;4320651;2
RS;Sinimbu;20677;4320677;2
RS;Sobradinho;20701;4320701;2
RS;Soledade;20800;4320800;2
RS;Tabaí;20859;4320859;0
RS;Tapejara;20909;4320909;2
RS;Tapera;21006;4321006;2
RS;Tapes;21105;4321105;2
RS;Taquara;21204;4321204;2
RS;Taquari;21303;4321303;2
RS;Taquaruçu do Sul;21329;4321329;0
RS;Tavares;21352;4321352;2
RS;Tenente Portela;21402;4321402;2
RS;Terra de Areia;21436;4321436;2
RS;Teutônia;21451;4321451;2
RS;Tio Hugo;21469;4321469;2
RS;Tiradentes do Sul;21477;4321477;2
RS;Toropi;21493;4321493;2
RS;Torres;21501;4321501;2
RS;Tramandaí;21600;4321600;2
RS;Travesseiro;21626;4321626;2
RS;Três Arroios;21634;4321634;2
RS;Três Cachoeiras;21667;4321667;2
RS;Três Coroas;21709;4321709;2
RS;Três de Maio;21808;4321808;2
RS;Três Forquilhas;21832;4321832;2
RS;Três Palmeiras;21857;4321857;2
RS;Três Passos;21907;4321907;3
RS;Trindade do Sul;21956;4321956;2
RS;Triunfo;22004;4322004;2
RS;Tucunduva;22103;4322103;2
RS;Tunas;22152;4322152;2
RS;Tupanci do Sul;22186;4322186;2
RS;Tupanciretã;22202;4322202;2
RS;Tupandi;22251;4322251;2
RS;Tuparendi;22301;4322301;2
RS;Turuçu;22327;4322327;2
RS;Ubiretama;22343;4322343;2
RS;União da Serra;22350;4322350;2
RS;Unistalda;22376;4322376;2
RS;Uruguaiana;22400;4322400;2
RS;Vacaria;22509;4322509;2
RS;Vale do Sol;22533;4322533;2
RS;Vale Real;22541;4322541;2
RS;Vale Verde;22525;4322525;2
RS;Vanini;22558;4322558;2
RS;Venâncio Aires;22608;4322608;2
RS;Vera Cruz;22707;4322707;2
RS;Veranópolis;22806;4322806;2
RS;Vespasiano Corrêa;22855;4322855;2
RS;Viadutos;22905;4322905;2
RS;Viamão;23002;4323002;3
RS;Vicente Dutra;23101;4323101;2
RS;Victor Graeff;23200;4323200;2
RS;Vila Flores;23309;4323309;2
RS;Vila Lângaro;23358;4323358;2
RS;Vila Maria;23408;4323408;2
RS;Vila Nova do Sul;23457;4323457;2
RS;Vista Alegre;23507;4323507;2
RS;Vista Alegre do Prata;23606;4323606;2
RS;Vista Gaúcha;23705;4323705;2
RS;Vitória das Missões;23754;4323754;2
RS;Westfália;23770;4323770;2
RS;Xangri-lá;23804;4323804;2
SC;Abdon Batista;51;4200051;2
SC;Abelardo Luz;101;4200101;1
SC;Agrolândia;200;4200200;3
SC;Agronômica;309;4200309;2
SC;Água Doce;408;4200408;2
SC;Águas de Chapecó;507;4200507;2
SC;Águas Frias;556;4200556;2
SC;Águas Mornas;606;4200606;2
SC;Alfredo Wagner;705;4200705;2
SC;Alto Bela Vista;754;4200754;3
SC;Anchieta;804;4200804;2
SC;Angelina;903;4200903;3
SC;Anita Garibaldi;1000;4201000;1
SC;Anitápolis;1109;4201109;2
SC;Antônio Carlos;1208;4201208;3
SC;Apiúna;1257;4201257;2
SC;Arabutã;1273;4201273;3
SC;Araquari;1307;4201307;2
SC;Araranguá;1406;4201406;2
SC;Armazém;1505;4201505;2
SC;Arroio Trinta;1604;4201604;2
SC;Arvoredo;1653;4201653;3
SC;Ascurra;1703;4201703;3
SC;Atalanta;1802;4201802;1
SC;Aurora;1901;4201901;2
SC;Balneário Arroio do Silva;1950;4201950;2
SC;Balneário Barra do Sul;2057;4202057;2
SC;Balneário Camboriú;2008;4202008;1
SC;Balneário Gaivota;2073;4202073;2
SC;Balneário Piçarras;12809;4212809;1
SC;Balneário Rincão;20000;4220000;2
SC;Bandeirante;2081;4202081;0
SC;Barra Bonita;2099;4202099;2
SC;Barra Velha;2107;4202107;1
SC;Bela Vista do Toldo;2131;4202131;1
SC;Belmonte;2156;4202156;3
SC;Benedito Novo;2206;4202206;1
SC;Biguaçu;2305;4202305;1
SC;Blumenau;2404;4202404;2
SC;Bocaina do Sul;2438;4202438;2
SC;Bom Jardim da Serra;2503;4202503;1
SC;Bom Jesus;2537;4202537;2
SC;Bom Jesus do Oeste;2578;4202578;2
SC;Bom Retiro;2602;4202602;1
SC;Bombinhas;2453;4202453;1
SC;Botuverá;2701;4202701;2
SC;Braço do Norte;2800;4202800;2
SC;Braço do Trombudo;2859;4202859;3
SC;Brunópolis;2875;4202875;2
SC;Brusque;2909;4202909;3
SC;Caçador;3006;4203006;3
SC;Caibi;3105;4203105;2
SC;Calmon;3154;4203154;2
SC;Camboriú;3204;4203204;1
SC;Campo Alegre;3303;4203303;2
SC;Campo Belo do Sul;3402;4203402;1
SC;Campo Erê;3501;4203501;0
SC;Campos Novos;3600;4203600;2
SC;Canelinha;3709;4203709;2
SC;Canoinhas;3808;4203808;3
SC;Capão Alto;3253;4203253;2
SC;Capinzal;3907;4203907;2
SC;Capivari de Baixo;3956;4203956;3
SC;Catanduvas;4004;4204004;3
SC;Caxambu do Sul;4103;4204103;1
SC;Celso Ramos;4152;4204152;1
SC;Cerro Negro;4178;4204178;2
SC;Chapadão do Lageado;4194;4204194;2
SC;Chapecó;4202;4204202;2
SC;Cocal do Sul;4251;4204251;2
SC;Concórdia;4301;4204301;3
SC;Cordilheira Alta;4350;4204350;1
SC;Coronel Freitas;4400;4204400;2
SC;Coronel Martins;4459;4204459;2
SC;Correia Pinto;4558;4204558;2
SC;Corupá;4509;4204509;3
SC;Criciúma;4608;4204608;3
SC;Cunha Porã;4707;4204707;2
SC;Cunhataí;4756;4204756;2
SC;Curitibanos;4806;4204806;2
SC;Descanso;4905;4204905;3
SC;Dionísio Cerqueira;5001;4205001;3
SC;Dona Emma;5100;4205100;3
SC;Doutor Pedrinho;5159;4205159;1
SC;Entre Rios;5175;4205175;3
SC;Ermo;5191;4205191;3
SC;Erval Velho;5209;4205209;2
SC;Faxinal dos Guedes;5308;4205308;2
SC;Flor do Sertão;5357;4205357;3
SC;Florianópolis;5407;4205407;2
SC;Formosa do Sul;5431;4205431;2
SC;Forquilhinha;5456;4205456;1
SC;Fraiburgo;5506;4205506;3
SC;Frei Rogério;5555;4205555;2
SC;Galvão;5605;4205605;3
SC;Garopaba;5704;4205704;3
SC;Garuva;5803;4205803;3
SC;Gaspar;5902;4205902;2
SC;Governador Celso Ramos;6009;4206009;3
SC;Grão-Pará;6108;4206108;2
SC;Gravatal;6207;4206207;2
SC;Guabiruba;6306;4206306;3
SC;Guaraciaba;6405;4206405;2
SC;Guaramirim;6504;4206504;3
SC;Guarujá do Sul;6603;4206603;2
SC;Guatambú;6652;4206652;2
SC;Herval d'Oeste;6702;4206702;2
SC;Ibiam;6751;4206751;2
SC;Ibicaré;6801;4206801;2
SC;Ibirama;6900;4206900;2
SC;Içara;7007;4207007;3
SC;Ilhota;7106;4207106;2
SC;Imaruí;7205;4207205;2
SC;Imbituba;7304;4207304;3
SC;Imbuia;7403;4207403;3
SC;Indaial;7502;4207502;2
SC;Iomerê;7577;4207577;2
SC;Ipira;7601;4207601;3
SC;Iporã do Oeste;7650;4207650;2
SC;Ipuaçu;7684;4207684;1
SC;Ipumirim;7700;4207700;2
SC;Iraceminha;7759;4207759;3
SC;Irani;7809;4207809;2
SC;Irati;7858;4207858;2
SC;Irineópolis;7908;4207908;2
SC;Itá;8005;4208005;3
SC;Itaiópolis;8104;4208104;3
SC;Itajaí;8203;4208203;1
SC;Itapema;8302;4208302;3
SC;Itapiranga;8401;4208401;3
SC;Itapoá;8450;4208450;2
SC;Ituporanga;8500;4208500;2
SC;Jaborá;8609;4208609;2
SC;Jacinto Machado;8708;4208708;2
SC;Jaguaruna;8807;4208807;2
SC;Jaraguá do Sul;8906;4208906;2
SC;Jardinópolis;8955;4208955;2
SC;Joaçaba;9003;4209003;2
SC;Joinville;9102;4209102;2
SC;José Boiteux;9151;4209151;1
SC;Jupiá;9177;4209177;2
SC;Lacerdópolis;9201;4209201;2
SC;Lages;9300;4209300;2
SC;Laguna;9409;4209409;2
SC;Lajeado Grande;9458;4209458;2
SC;Laurentino;9508;4209508;2
SC;Lauro Müller;9607;4209607;2
SC;Lebon Régis;9706;4209706;2
SC;Leoberto Leal;9805;4209805;2
SC;Lindóia do Sul;9854;4209854;3
SC;Lontras;9904;4209904;2
SC;Luiz Alves;10001;4210001;1
SC;Luzerna;10035;4210035;2
SC;Macieira;10050;4210050;3
SC;Mafra;10100;4210100;2
SC;Major Gercino;10209;4210209;1
SC;Major Vieira;10308;4210308;2
SC;Maracajá;10407;4210407;2
SC;Maravilha;10506;4210506;2
SC;Marema;10555;4210555;3
SC;Massaranduba;10605;4210605;2
SC;Matos Costa;10704;4210704;2
SC;Meleiro;10803;4210803;3
SC;Mirim Doce;10852;4210852;2
SC;Modelo;10902;4210902;2
SC;Mondaí;11009;4211009;3
SC;Monte Carlo;11058;4211058;2
SC;Monte Castelo;11108;4211108;2
SC;Morro da Fumaça;11207;4211207;2
SC;Morro Grande;11256;4211256;2
SC;Navegantes;11306;4211306;1
SC;Nova Erechim;11405;4211405;2
SC;Nova Itaberaba;11454;4211454;2
SC;Nova Trento;11504;4211504;3
SC;Nova Veneza;11603;4211603;2
SC;Novo Horizonte;11652;4211652;2
SC;Orleans;11702;4211702;2
SC;Otacílio Costa;11751;4211751;1
SC;Ouro;11801;4211801;3
SC;Ouro Verde;11850;4211850;3
SC;Paial;11876;4211876;2
SC;Painel;11892;4211892;2
SC;Palhoça;11900;4211900;3
SC;Palma Sola;12007;4212007;3
SC;Palmeira;12056;4212056;3
SC;Palmitos;12106;4212106;3
SC;Papanduva;12205;4212205;1
SC;Paraíso;12239;4212239;0
SC;Passo de Torres;12254;4212254;2
SC;Passos Maia;12270;4212270;0
SC;Paulo Lopes;12304;4212304;2
SC;Pedras Grandes;12403;4212403;2
SC;Penha;12502;4212502;3
SC;Peritiba;12601;4212601;3
SC;Pescaria Brava;12650;4212650;2
SC;Petrolândia;12700;4212700;2
SC;Pinhalzinho;12908;4212908;2
SC;Pinheiro Preto;13005;4213005;2
SC;Piratuba;13104;4213104;2
SC;Planalto Alegre;13153;4213153;2
SC;Pomerode;13203;4213203;2
SC;Ponte Alta;13302;4213302;2
SC;Ponte Alta do Norte;13351;4213351;2
SC;Ponte Serrada;13401;4213401;2
SC;Porto Belo;13500;4213500;2
SC;Porto União;13609;4213609;3
SC;Pouso Redondo;13708;4213708;3
SC;Praia Grande;13807;4213807;2
SC;Presidente Castello Branco;13906;4213906;2
SC;Presidente Getúlio;14003;4214003;2
SC;Presidente Nereu;14102;4214102;3
SC;Princesa;14151;4214151;2
SC;Quilombo;14201;4214201;2
SC;Rancho Queimado;14300;4214300;3
SC;Rio das Antas;14409;4214409;3
SC;Rio do Campo;14508;4214508;2
SC;Rio do Oeste;14607;4214607;3
SC;Rio do Sul;14805;4214805;2
SC;Rio dos Cedros;14706;4214706;3
SC;Rio Fortuna;14904;4214904;2
SC;Rio Negrinho;15000;4215000;2
SC;Rio Rufino;15059;4215059;2
SC;Riqueza;15075;4215075;2
SC;Rodeio;15109;4215109;2
SC;Romelândia;15208;4215208;1
SC;Salete;15307;4215307;3
SC;Saltinho;15356;4215356;0
SC;Salto Veloso;15406;4215406;2
SC;Sangão;15455;4215455;2
SC;Santa Cecília;15505;4215505;2
SC;Santa Helena;15554;4215554;2
SC;Santa Rosa de Lima;15604;4215604;0
SC;Santa Rosa do Sul;15653;4215653;2
SC;Santa Terezinha;15679;4215679;2
SC;Santa Terezinha do Progresso;15687;4215687;1
SC;Santiago do Sul;15695;4215695;2
SC;Santo Amaro da Imperatriz;15703;4215703;3
SC;São Bento do Sul;15802;4215802;3
SC;São Bernardino;15752;4215752;1
SC;São Bonifácio;15901;4215901;2
SC;São Carlos;16008;4216008;2
SC;São Cristóvão do Sul;16057;4216057;2
SC;São Domingos;16107;4216107;2
SC;São Francisco do Sul;16206;4216206;1
SC;São João Batista;16305;4216305;3
SC;São João do Itaperiú;16354;4216354;2
SC;São João do Oeste;16255;4216255;2
SC;São João do Sul;16404;4216404;1
SC;São Joaquim;16503;4216503;3
SC;São José;16602;4216602;2
SC;São José do Cedro;16701;4216701;2
SC;São José do Cerrito;16800;4216800;1
SC;São Lourenço do Oeste;16909;4216909;2
SC;São Ludgero;17006;4217006;3
SC;São Martinho;17105;4217105;3
SC;São Miguel da Boa Vista;17154;4217154;3
SC;São Miguel do Oeste;17204;4217204;3
SC;São Pedro de Alcântara;17253;4217253;3
SC;Saudades;17303;4217303;2
SC;Schroeder;17402;4217402;3
SC;Seara;17501;4217501;2
SC;Serra Alta;17550;4217550;2
SC;Siderópolis;17600;4217600;2
SC;Sombrio;17709;4217709;2
SC;Sul Brasil;17758;4217758;2
SC;Taió;17808;4217808;2
SC;Tangará;17907;4217907;3
SC;Tigrinhos;17956;4217956;2
SC;Tijucas;18004;4218004;3
SC;Timbé do Sul;18103;4218103;2
SC;Timbó;18202;4218202;2
SC;Timbó Grande;18251;4218251;2
SC;Três Barras;18301;4218301;2
SC;Treviso;18350;4218350;2
SC;Treze de Maio;18400;4218400;2
SC;Treze Tílias;18509;4218509;2
SC;Trombudo Central;18608;4218608;1
SC;Tubarão;18707;4218707;3
SC;Tunápolis;18756;4218756;2
SC;Turvo;18806;4218806;1
SC;União do Oeste;18855;4218855;2
SC;Urubici;18905;4218905;2
SC;Urupema;18954;4218954;3
SC;Urussanga;19002;4219002;2
SC;Vargeão;19101;4219101;2
SC;Vargem;19150;4219150;2
SC;Vargem Bonita;19176;4219176;1
SC;Vidal Ramos;19200;4219200;2
SC;Videira;19309;4219309;2
SC;Vitor Meireles;19358;4219358;3
SC;Witmarsum;19408;4219408;2
SC;Xanxerê;19507;4219507;3
SC;Xavantina;19606;4219606;0
SC;Xaxim;19705;4219705;2
SC;Zortéa;19853;4219853;2
SE;Amparo do São Francisco;100;2800100;2
SE;Aquidabã;209;2800209;2
SE;Aracaju;308;2800308;3
SE;Arauá;407;2800407;0
SE;Areia Branca;506;2800506;2
SE;Barra dos Coqueiros;605;2800605;2
SE;Boquim;670;2800670;2
SE;Brejo Grande;704;2800704;2
SE;Campo do Brito;1009;2801009;2
SE;Canhoba;1108;2801108;2
SE;Canindé de São Francisco;1207;2801207;2
SE;Capela;1306;2801306;2
SE;Carira;1405;2801405;2
SE;Carmópolis;1504;2801504;3
SE;Cedro de São João;1603;2801603;3
SE;Cristinápolis;1702;2801702;0
SE;Cumbe;1900;2801900;2
SE;Divina Pastora;2007;2802007;2
SE;Estância;2106;2802106;2
SE;Feira Nova;2205;2802205;1
SE;Frei Paulo;2304;2802304;2
SE;Gararu;2403;2802403;2
SE;General Maynard;2502;2802502;2
SE;Graccho Cardoso;2601;2802601;2
SE;Ilha das Flores;2700;2802700;2
SE;Indiaroba;2809;2802809;2
SE;Itabaiana;2908;2802908;2
SE;Itabaianinha;3005;2803005;3
SE;Itabi;3104;2803104;2
SE;Itaporanga d'Ajuda;3203;2803203;2
SE;Japaratuba;3302;2803302;2
SE;Japoatã;3401;2803401;2
SE;Lagarto;3500;2803500;2
SE;Laranjeiras;3609;2803609;2
SE;Macambira;3708;2803708;2
SE;Malhada dos Bois;3807;2803807;2
SE;Malhador;3906;2803906;2
SE;Maruim;4003;2804003;0
SE;Moita Bonita;4102;2804102;2
SE;Monte Alegre de Sergipe;4201;2804201;2
SE;Muribeca;4300;2804300;2
SE;Neópolis;4409;2804409;2
SE;Nossa Senhora Aparecida;4458;2804458;3
SE;Nossa Senhora da Glória;4508;2804508;2
SE;Nossa Senhora das Dores;4607;2804607;2
SE;Nossa Senhora de Lourdes;4706;2804706;0
SE;Nossa Senhora do Socorro;4805;2804805;2
SE;Pacatuba;4904;2804904;2
SE;Pedra Mole;5000;2805000;2
SE;Pedrinhas;5109;2805109;2
SE;Pinhão;5208;2805208;3
SE;Pirambu;5307;2805307;2
SE;Poço Redondo;5406;2805406;2
SE;Poço Verde;5505;2805505;2
SE;Porto da Folha;5604;2805604;2
SE;Propriá;5703;2805703;3
SE;Riachão do Dantas;5802;2805802;2
SE;Riachuelo;5901;2805901;2
SE;Ribeirópolis;6008;2806008;2
SE;Rosário do Catete;6107;2806107;2
SE;Salgado;6206;2806206;0
SE;Santa Luzia do Itanhy;6305;2806305;2
SE;Santa Rosa de Lima;6503;2806503;2
SE;Santana do São Francisco;6404;2806404;2
SE;Santo Amaro das Brotas;6602;2806602;2
SE;São Cristóvão;6701;2806701;2
SE;São Domingos;6800;2806800;1
SE;São Francisco;6909;2806909;2
SE;São Miguel do Aleixo;7006;2807006;2
SE;Simão Dias;7105;2807105;0
SE;Siriri;7204;2807204;2
SE;Telha;7303;2807303;2
SE;Tobias Barreto;7402;2807402;2
SE;Tomar do Geru;7501;2807501;2
SE;Umbaúba;7600;2807600;2
SP;Adamantina;105;3500105;2
SP;Adolfo;204;3500204;2
SP;Aguaí;303;3500303;2
SP;Águas da Prata;402;3500402;2
SP;Águas de Lindóia;501;3500501;2
SP;Águas de Santa Bárbara;550;3500550;2
SP;Águas de São Pedro;600;3500600;2
SP;Agudos;709;3500709;2
SP;Alambari;758;3500758;2
SP;Alfredo Marcondes;808;3500808;2
SP;Altair;907;3500907;3
SP;Altinópolis;1004;3501004;2
SP;Alto Alegre;1103;3501103;2
SP;Alumínio;1152;3501152;2
SP;Álvares Florence;1202;3501202;2
SP;Álvares Machado;1301;3501301;2
SP;Álvaro de Carvalho;1400;3501400;3
SP;Alvinlândia;1509;3501509;2
SP;Americana;1608;3501608;3
SP;Américo Brasiliense;1707;3501707;2
SP;Américo de Campos;1806;3501806;3
SP;Amparo;1905;3501905;2
SP;Analândia;2002;3502002;2
SP;Andradina;2101;3502101;2
SP;Angatuba;2200;3502200;2
SP;Anhembi;2309;3502309;2
SP;Anhumas;2408;3502408;2
SP;Aparecida;2507;3502507;3
SP;Aparecida d'Oeste;2606;3502606;2
SP;Apiaí;2705;3502705;1
SP;Araçariguama;2754;3502754;2
SP;Araçatuba;2804;3502804;3
SP;Araçoiaba da Serra;2903;3502903;2
SP;Aramina;3000;3503000;2
SP;Arandu;3109;3503109;2
SP;Arapeí;3158;3503158;3
SP;Araraquara;3208;3503208;3
SP;Araras;3307;3503307;2
SP;Arco-Íris;3356;3503356;2
SP;Arealva;3406;3503406;2
SP;Areias;3505;3503505;2
SP;Areiópolis;3604;3503604;2
SP;Ariranha;3703;3503703;3
SP;Artur Nogueira;3802;3503802;3
SP;Arujá;3901;3503901;2
SP;Aspásia;3950;3503950;2
SP;Assis;4008;3504008;3
SP;Atibaia;4107;3504107;3
SP;Auriflama;4206;3504206;2
SP;Avaí;4305;3504305;2
SP;Avanhandava;4404;3504404;2
SP;Avaré;4503;3504503;3
SP;Bady Bassitt;4602;3504602;2
SP;Balbinos;4701;3504701;2
SP;Bálsamo;4800;3504800;2
SP;Bananal;4909;3504909;2
SP;Barão de Antonina;5005;3505005;2
SP;Barbosa;5104;3505104;2
SP;Bariri;5203;3505203;2
SP;Barra Bonita;5302;3505302;3
SP;Barra do Chapéu;5351;3505351;2
SP;Barra do Turvo;5401;3505401;1
SP;Barretos;5500;3505500;2
SP;Barrinha;5609;3505609;2
SP;Barueri;5708;3505708;2
SP;Bastos;5807;3505807;3
SP;Batatais;5906;3505906;2
SP;Bauru;6003;3506003;2
SP;Bebedouro;6102;3506102;3
SP;Bento de Abreu;6201;3506201;2
SP;Bernardino de Campos;6300;3506300;2
SP;Bertioga;6359;3506359;2
SP;Bilac;6409;3506409;2
SP;Birigui;6508;3506508;2
SP;Biritiba Mirim;6607;3506607;3
SP;Boa Esperança do Sul;6706;3506706;2
SP;Bocaina;6805;3506805;2
SP;Bofete;6904;3506904;2
SP;Boituva;7001;3507001;1
SP;Bom Jesus dos Perdões;7100;3507100;2
SP;Bom Sucesso de Itararé;7159;3507159;2
SP;Borá;7209;3507209;2
SP;Boracéia;7308;3507308;2
SP;Borborema;7407;3507407;3
SP;Borebi;7456;3507456;2
SP;Botucatu;7506;3507506;2
SP;Bragança Paulista;7605;3507605;2
SP;Braúna;7704;3507704;2
SP;Brejo Alegre;7753;3507753;2
SP;Brodowski;7803;3507803;2
SP;Brotas;7902;3507902;2
SP;Buri;8009;3508009;2
SP;Buritama;8108;3508108;2
SP;Buritizal;8207;3508207;3
SP;Cabrália Paulista;8306;3508306;2
SP;Cabreúva;8405;3508405;3
SP;Caçapava;8504;3508504;2
SP;Cachoeira Paulista;8603;3508603;2
SP;Caconde;8702;3508702;2
SP;Cafelândia;8801;3508801;2
SP;Caiabu;8900;3508900;2
SP;Caieiras;9007;3509007;3
SP;Caiuá;9106;3509106;2
SP;Cajamar;9205;3509205;2
SP;Cajati;9254;3509254;3
SP;Cajobi;9304;3509304;2
SP;Cajuru;9403;3509403;2
SP;Campina do Monte Alegre;9452;3509452;2
SP;Campinas;9502;3509502;2
SP;Campo Limpo Paulista;9601;3509601;3
SP;Campos do Jordão;9700;3509700;2
SP;Campos Novos Paulista;9809;3509809;2
SP;Cananéia;9908;3509908;2
SP;Canas;9957;3509957;2
SP;Cândido Mota;10005;3510005;2
