codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario,mayor_name,mayor_party,mayor_mandate_start,mayor_mandate_end,wikipedia_url,data_source
2100055,Açailândia,-4.94714,-47.5004,0,21,961,99,America/Sao_Paulo,Aluísio Silva Sousa,Solidariedade,2020,,,wikidata
